gmontano       02/12/2010 08:40:11 D	1	0
ecotana        02/12/2010 08:40:22 D	0	0
gaguilar       02/12/2010 08:44:59 D	1	0
fmeza          02/12/2010 08:45:31 D	1	0
vbadani        02/12/2010 08:48:35 D	1	0
jcardenas      02/12/2010 08:55:44 D	1	0
lsaravia       02/12/2010 09:02:23 D	1	0
despinoza      02/12/2010 09:31:24 D	1	0
aencinas       02/12/2010 15:30:14 D	1	0
nzurita        02/12/2010 15:35:35 0	1	0
jcanedo        02/12/2010 15:36:42 0	1	0
jgarcia        02/12/2010 15:39:09 0	1	0
lortuno        02/12/2010 15:39:22 0	1	0
rsoliz         02/12/2010 15:41:05 0	1	0
fmeza          02/12/2010 15:41:25 0	1	0
gmontano       02/12/2010 15:43:53 0	1	0
amaldonado     02/12/2010 15:44:07 0	1	0
ecotana        02/12/2010 15:49:58 D	0	0
jevargas       02/12/2010 15:52:59 D	1	0
rmartinez      02/12/2010 15:53:20 0	1	0
jvargas        02/12/2010 15:53:29 0	1	0
czamora        02/12/2010 15:59:20 0	1	0
vsoliz         02/12/2010 16:00:18 D	1	0
jsolorzano     02/12/2010 16:11:53 0	1	0
jbaptista      02/12/2010 16:12:05 0	1	0
rchumacero     02/12/2010 16:46:09 D	1	0
rvera          02/12/2010 18:07:46 0	1	0
jleano         02/12/2010 18:08:48 0	1	0
jbalderrama    02/12/2010 18:09:00 0	1	0
hmantezana     02/12/2010 18:13:14 D	1	0
dmaldonado     02/12/2010 19:13:05 0	1	0
vsoliz         02/14/2010 17:29:14 D	1	0
lortuno        02/17/2010 07:48:27 D	1	0
cmollo         02/17/2010 07:55:37 D	1	0
randia         02/17/2010 07:58:03 D	1	0
rmartinez      02/17/2010 07:59:28 D	1	0
pclaros        02/17/2010 08:00:06 D	1	0
icespedes      02/17/2010 08:05:17 D	1	0
nnumbela       02/17/2010 08:05:30 D	1	0
rcordero       02/17/2010 08:09:23 D	1	0
jfuertes       02/17/2010 08:10:16 D	1	0
drocha         02/17/2010 08:11:07 D	1	0
jparra         02/17/2010 08:11:26 D	1	0
hmantezana     02/17/2010 08:12:18 D	1	0
vsoliz         02/17/2010 08:13:02 D	1	0
gvelasquez     02/17/2010 08:14:13 D	1	0
jevargas       02/17/2010 08:14:21 D	1	0
mgrandillert   02/17/2010 08:16:38 D	0	0
jsolorzano     02/17/2010 08:16:50 D	1	0
agarcia        02/17/2010 08:19:44 D	1	0
jgarcia        02/17/2010 08:19:56 D	1	0
jleano         02/17/2010 08:22:32 D	1	0
jcanedo        02/17/2010 08:28:03 D	1	0
fmeza          02/17/2010 08:28:10 D	1	0
amaldonado     02/17/2010 08:29:03 D	1	0
eyrady         02/17/2010 08:30:16 D	1	0
jvargas        02/17/2010 08:30:24 D	1	0
gmontano       02/17/2010 08:30:39 D	1	0
aencinas       02/17/2010 08:31:44 D	1	0
lgalindo       02/17/2010 08:32:41 D	1	0
rvera          02/17/2010 08:32:48 D	1	0
tarze          02/17/2010 08:33:43 D	1	0
pramirez       02/17/2010 08:33:52 D	1	0
eudaeta        02/17/2010 08:35:29 D	1	0
fsanchez       02/17/2010 08:38:53 D	1	0
despinoza      02/17/2010 08:40:30 D	1	0
tescriva       02/17/2010 08:41:22 D	0	0
ecotana        02/17/2010 08:42:07 D	0	0
nzurita        02/17/2010 08:44:04 D	1	0
jbalderrama    02/17/2010 08:44:11 D	1	0
vbadani        02/17/2010 08:47:14 D	1	0
jcardenas      02/17/2010 08:48:43 D	1	0
lsaravia       02/17/2010 09:01:23 D	1	0
gaguilar       02/17/2010 09:03:27 D	1	0
despinoza      02/17/2010 11:59:46 0	1	0
aponce         02/17/2010 12:30:07 0	1	0
eudaeta        02/17/2010 12:30:47 0	1	0
nzurita        02/17/2010 12:31:05 0	1	0
lsaravia       02/17/2010 12:31:34 0	1	0
gmontano       02/17/2010 12:32:02 0	1	0
jcanedo        02/17/2010 12:32:08 0	1	0
brioja         02/17/2010 12:32:25 0	1	0
jvargas        02/17/2010 12:32:34 0	1	0
fsanchez       02/17/2010 12:32:53 0	1	0
lortuno        02/17/2010 12:33:00 0	1	0
ecotana        02/17/2010 12:33:16 0	0	0
rmartinez      02/17/2010 12:33:37 0	1	0
pramirez       02/17/2010 12:33:56 0	1	0
jgarcia        02/17/2010 12:34:15 0	1	0
jsolorzano     02/17/2010 12:34:45 0	1	0
fmeza          02/17/2010 12:35:01 0	1	0
tarze          02/17/2010 12:37:28 0	1	0
rcordero       02/17/2010 12:37:36 0	1	0
rmedrano       02/17/2010 12:38:21 0	1	0
asaldias       02/17/2010 12:39:44 0	1	0
mgrandillert   02/17/2010 12:40:52 D	0	0
jevargas       02/17/2010 12:41:48 0	1	0
amaldonado     02/17/2010 12:42:05 0	1	0
gaguilar       02/17/2010 12:42:13 0	1	0
agarcia        02/17/2010 12:42:20 0	1	0
jbalderrama    02/17/2010 12:42:32 0	1	0
layllon        02/17/2010 12:43:48 0	1	0
jbaptista      02/17/2010 12:44:45 0	1	0
msinaniz       02/17/2010 12:44:54 0	1	0
hmantezana     02/17/2010 12:47:47 D	1	0
hbranez        02/17/2010 12:51:59 0	1	0
pclaros        02/17/2010 12:54:15 0	1	0
vdaga          02/17/2010 12:54:38 0	1	0
tescriva       02/17/2010 12:57:39 D	0	0
agutierrez     02/17/2010 12:59:34 D	1	0
vbadani        02/17/2010 13:01:32 0	1	0
jromay         02/17/2010 13:01:47 0	1	0
cmollo         02/17/2010 13:37:34 D	1	0
rcordero       02/17/2010 13:41:14 D	1	0
agarcia        02/17/2010 14:06:10 D	1	0
lortuno        02/17/2010 14:09:22 D	1	0
randia         02/17/2010 14:10:12 D	1	0
tarze          02/17/2010 14:19:04 D	1	0
rclaure        02/17/2010 14:19:13 D	1	0
lgalindo       02/17/2010 14:21:23 D	1	0
jbalderrama    02/17/2010 14:21:31 D	1	0
rmartinez      02/17/2010 14:22:52 D	1	0
jgarcia        02/17/2010 14:23:02 D	1	0
aencinas       02/17/2010 14:23:11 D	1	0
fsanchez       02/17/2010 14:24:50 D	1	0
jcanedo        02/17/2010 14:24:57 D	1	0
gmontano       02/17/2010 14:25:48 D	1	0
eyrady         02/17/2010 14:26:24 D	1	0
hmantezana     02/17/2010 14:26:56 D	1	0
pramirez       02/17/2010 14:27:54 D	1	0
amaldonado     02/17/2010 14:29:35 D	1	0
mgrandillert   02/17/2010 14:30:52 D	0	0
jvargas        02/17/2010 14:32:44 D	1	0
jsolorzano     02/17/2010 14:33:18 D	1	0
fmeza          02/17/2010 14:34:31 D	1	0
jevargas       02/17/2010 14:35:24 D	1	0
vbadani        02/17/2010 14:37:34 D	1	0
eudaeta        02/17/2010 14:37:41 D	1	0
nzurita        02/17/2010 14:39:09 D	1	0
ecotana        02/17/2010 14:39:21 D	0	0
aponce         02/17/2010 14:39:53 D	1	0
gaguilar       02/17/2010 14:40:01 D	1	0
bgranado       02/17/2010 14:43:09 D	1	0
rvera          02/17/2010 14:44:35 D	1	0
jcardenas      02/17/2010 14:45:51 D	1	0
lsaravia       02/17/2010 14:58:07 D	1	0
gherbas        02/17/2010 15:01:23 D	1	0
despinoza      02/17/2010 15:05:15 D	1	0
brioja         02/17/2010 15:08:28 D	1	0
